,link,location,district,HouseType,total price,Update,Building,Object status,Location of the house,Home type,The floor,Built-up area,Usable area,Floor area,Land area,Garden area,Store,Move-in date,Water,Heating,Gas,Garbage,Transport,Communication,Energy efficiency of the building,Barrier-free,Equipment,companyName,proximityIndex,Index,Note on price,Electricity,Indicator of energy efficiency of the building,Object location,Parking,Garage,Year of reconstruction,Lift,Year of approval,Telecommunication,Certificate of energy performance of the building,Swimming pool,Housing costs,Discounted,Original price,Condition,locationLat,locationLong,price,provize,právního,dph,poplatků,cena k jednání,Built-up areaNan,Floor areaNan,Land areaNan,Garden areaNan,Year of reconstructionNan,Year of approvalNan
1639,https://www.sreality.cz/detail/prodej/dum/rodinny/decin-decin-xx-nova-ves-/990648140,"Děčín - Děčín XX-Nová Ves, okres Děčín",decin,"rodinne-domy
",5 650 000 Kč za nemovitost,21.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,2,0.531842823012964,0.5549506972443091,0.5331315879193048,0.43445090364738437,0.5462226124648275,Missing,Missing,Dálkový vodovod,"Lokální tuhá paliva, Lokální elektrické, Ústřední dálkové",Missing,ČOV pro celý objekt,"Vlak, Silnice, Autobus",Missing,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Missing,1,M&M reality,0.7609966236529646,1716,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"120V, 230V, 400V",Missing,Klidná část obce,2.0,1.0,0.7500160339225485,0.0,0.9493004902331208,"Internet, Kabelová televize",Missing,1.0,Missing,Missing,Missing,Missing,50.7836971,14.1501278,0.5492084763683023,Missing,Missing,Missing,Missing,Missing,1,1,0,1,1,1
5246,https://www.sreality.cz/detail/prodej/dum/rodinny/litohost-litohost-/1043355212,"Litohošť, okres Pelhřimov",pelhrimov,"rodinne-domy
",12 360 000 Kč za nemovitost,13.09.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,2,0.6692348132439074,0.5190063162535177,0.5973691427791507,0.627330366789348,0.7480094213092134,10 m2,Missing,Místní zdroj,"Lokální elektrické, Ústřední tuhá paliva",Missing,"Septik, Trativod","Silnice, Autobus",Asfaltová,Missing,Missing,1,Bidli,0.8782477295334321,5484,Nothing,"230V, 400V",Missing,Okraj obce,1.0,Missing,0.7500160339225485,0.0,0.9493004902331208,"Internet, Kabelové rozvody, Ostatní",Missing,Missing,Missing,Missing,Missing,Missing,49.4496377,15.0909913,0.6620174199461268,Missing,Missing,Missing,Missing,Missing,0,0,0,0,1,1
4287,https://www.sreality.cz/detail/prodej/dum/rodinny/lomnice-nad-luznici-lomnice-nad-luznici-za-chmelnici/3757775196,"Za Chmelnicí, Lomnice nad Lužnicí",jindrichuv-hradec,"rodinne-domy
",10 900 000 Kč za nemovitost,27.09.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,2,0.510989333783794,0.46831807909069567,0.5331315879193048,0.4808954406467829,0.5462226124648275,Missing,Ihned,Dálkový vodovod,"Ústřední plynové, Ústřední tuhá paliva",Plynovod,Veřejná kanalizace,"Vlak, Silnice, Autobus",Asfaltová,Třída D - Méně úsporná č. 148/2007 Sb. podle vyhlášky,Missing,1,RE/MAX G8 Reality,0.4883917856511,4492,Nothing,"230V, 400V",Missing,Klidná část obce,Missing,1.0,0.7500160339225485,Missing,0.9323334350108254,Missing,Missing,Missing,Missing,Missing,Missing,Missing,49.08827115,14.718393151678917,0.6439026969842798,Missing,Missing,Missing,Missing,Missing,0,1,0,1,1,0
5365,https://www.sreality.cz/detail/prodej/dum/na-klic/chrudim-topol-/3057645388,"Chrudim - Topol, okres Chrudim",chrudim,"projekty-na-klic
",2 720 000 Kč za nemovitost,14.10.2022,Montovaná,Projekt,Samostatný,Patrový,2,0.4579820414697785,0.4331840673838454,0.5331315879193048,0.0,0.5462226124648275,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Třída B - Velmi úsporná,Missing,Missing,Martin Chour,0.7914961899677746,5613,"na klíč, vč. zákl. desky a DPH",Missing,Missing,Missing,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,49.9599281,15.840248,0.4438623295728741,Missing,Missing,Missing,Missing,Missing,0,1,0,1,1,1
270,https://www.sreality.cz/detail/prodej/dum/rodinny/karlovy-vary-karlovy-vary-zamecky-vrch/227337804,"Zámecký vrch, Karlovy Vary",karlovy-vary,"rodinne-domy
",18 997 000 Kč za nemovitost,22.06.2022,Cihlová,Po rekonstrukci,Missing,Patrový,3,0.531842823012964,0.5599910995213839,0.5331315879193048,0.4445344806348659,0.5462226124648275,Missing,Missing,Dálkový vodovod,Lokální plynové,Plynovod,Veřejná kanalizace,"Silnice, MHD, Autobus","Dlážděná, Asfaltová",Třída G - Mimořádně nehospodárná,Missing,1,Carlsbad Investment s.r.o.,0.45107988239509056,282,Nothing,Missing,Missing,Missing,1.0,Missing,0.7500160339225485,Missing,0.9493004902331208,"Telefon, Internet, Satelit",Missing,Missing,Missing,Missing,Missing,Missing,50.3683055,12.9097111,0.7239571649497747,Missing,Missing,Missing,Missing,Missing,1,1,0,1,1,1
4843,https://www.sreality.cz/detail/prodej/dum/rodinny/bojiste-velika-/685516620,"Bojiště - Veliká, okres Havlíčkův Brod",havlickuv-brod,"rodinne-domy
",6 990 000 Kč za nemovitost,Včera,Cihlová,Velmi dobrý,Samostatný,Patrový,2,0.5326648770742632,0.5041143774352451,0.5331315879193048,0.5758339166062225,0.5462226124648275,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,Missing,0,TOP MAKLÉŘI,0.8113312088919222,5064,Nothing,Missing,Missing,Centrum obce,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,49.6681735,15.2998432,0.5798782014918187,Missing,Missing,Missing,Missing,Missing,0,1,0,1,1,1
335,https://www.sreality.cz/detail/prodej/dum/vila/karlovy-vary-karlovy-vary-palackeho-namesti/230885468,"Palackého náměstí, Karlovy Vary",karlovy-vary,"vily
",41 000 000 Kč za nemovitost,17.01.2022,Cihlová,Po rekonstrukci,Missing,Patrový,5,0.531842823012964,0.6586948627758664,0.5331315879193048,0.5205893335757271,0.5462226124648275,Missing,Missing,Dálkový vodovod,Missing,Missing,Veřejná kanalizace,"Silnice, MHD, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,Missing,Částečně,Carlsbad Investment s.r.o.,0.41593118087920833,349,Nothing,Missing,Missing,Missing,1.0,1.0,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,1.0,Missing,Missing,Missing,Missing,50.230895,12.8771664,0.8348179290496733,Missing,Missing,Missing,Missing,Missing,1,1,0,1,1,1
296,https://www.sreality.cz/detail/prodej/dum/rodinny/bochov-dlouha-lomnice-/3856197724,"Bochov - Dlouhá Lomnice, okres Karlovy Vary",karlovy-vary,"rodinne-domy
",7 990 000 Kč za nemovitost,13.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,2,0.6097893353647086,0.5160622993005092,0.5331315879193048,0.5126815176765577,0.5462226124648275,Missing,Missing,Missing,Missing,Missing,Veřejná kanalizace,Missing,Missing,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,Missing,0,NADIN REALITY,0.9154266076933879,308,Nothing,Missing,Missing,Klidná část obce,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.1419546,12.9432882,0.5991468728176086,Missing,Missing,Missing,Missing,Missing,0,1,0,1,1,1
4903,https://www.sreality.cz/detail/prodej/dum/rodinny/golcuv-jenikov-golcuv-jenikov-raj/2802894668,"Ráj, Golčův Jeníkov",havlickuv-brod,"rodinne-domy
",3 199 000 Kč za nemovitost,18.10.2022,Cihlová,Před rekonstrukcí,Řadový,Přízemní,1,0.4546811329169587,0.3857418339009423,0.5331315879193048,0.4961715619942166,0.5462226124648275,Missing,Missing,"Dálkový vodovod, Studna",Missing,Missing,Veřejná kanalizace,Missing,Missing,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,Missing,0,RE/MAX Search,0.6870602102049661,5124,Nothing,230V,Missing,Centrum obce,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,49.8289377,15.4695453,0.4672375197476053,Missing,Missing,Missing,Missing,Missing,0,1,0,1,1,1
4063,https://www.sreality.cz/detail/prodej/dum/rodinny/benesov-nad-cernou-benesov-nad-cernou-/2662123868,"Benešov nad Černou, okres Český Krumlov",cesky-krumlov,"rodinne-domy
",18 500 000 Kč za nemovitost,10.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,3,0.531842823012964,0.7064553363220687,0.5331315879193048,0.6503823033034278,0.5462226124648275,Missing,Ihned,Missing,Missing,Missing,Missing,Missing,Missing,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,0.0,Missing,BYDLENÍČKO s.r.o.,0.7990622740071698,4253,Nothing,Missing,Missing,Polosamota,Missing,Missing,0.7499084515067382,0.0,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,48.7293651,14.62737,0.7201368205604828,Missing,Missing,Missing,Missing,Missing,1,1,0,1,0,1
3361,https://www.sreality.cz/detail/prodej/dum/rodinny/rakovnik-rakovnik-ii-samotka/2113041996,"Šamotka, Rakovník - Rakovník II",rakovnik,"rodinne-domy
",17 900 000 Kč za nemovitost (k jednání),Včera,Cihlová,Velmi dobrý,Missing,Patrový,2 včetně 1 podzemního,0.531842823012964,0.5599910995213839,0.5331315879193048,0.5149652145257946,0.5462226124648275,1,Missing,"Místní zdroj, Dálkový vodovod",Lokální plynové,Plynovod,Veřejná kanalizace,"Vlak, Dálnice, Silnice, MHD, Autobus","Dlážděná, Asfaltová",Třída C - Úsporná,Missing,Částečně,Petr Benes & Partners s.r.o.,0.7061802279720879,3514,Nothing,230V,Missing,Klidná část obce,1.0,1.0,0.7500160339225485,0.0,0.9493004902331208,Internet,Missing,1.0,11000,Missing,Missing,Missing,50.11177365,13.760152609169495,0.7153855865670389,Missing,Missing,Missing,Missing,Missing,1,1,0,1,1,1
3731,https://www.sreality.cz/detail/prodej/dum/rodinny/praha-nebusice-k-sedivce/3334161996,"K Šedivce, Praha 6 - Nebušice",praha-6,"rodinne-domy
",25 900 000 Kč za nemovitost,Včera,Cihlová,Dobrý,Samostatný,Patrový,3,0.531842823012964,0.5709996686489475,0.5331315879193048,0.48251476498962986,0.5462226124648275,Missing,Missing,Dálkový vodovod,Lokální plynové,Plynovod,Veřejná kanalizace,"Silnice, MHD",Asfaltová,Třída G - Mimořádně nehospodárná,Missing,Missing,CENTURY 21 General,0.6634376960344528,3900,Nothing,"230V, 400V",Missing,Missing,Missing,1.0,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.1119191,14.337218,0.7686250642877721,Missing,Missing,Missing,Missing,Missing,1,1,0,1,1,1
1606,https://www.sreality.cz/detail/prodej/dum/chata/velemin-bilinka-/2628838988,"Velemín - Bílinka, okres Litoměřice",litomerice,"chaty
",2 299 000 Kč za nemovitost (k jednání),18.10.2022,Cihlová,Před rekonstrukcí,Rohový,Přízemní,Missing,0.5187038240166895,0.45127742930419584,0.46155352641985886,0.4417924180438781,0.5036284091312171,17 m2,Missing,"Místní zdroj, Dálkový vodovod","Lokální tuhá paliva, Lokální elektrické",Missing,Jímka,"Dálnice, Silnice, Autobus",Asfaltová,Missing,Missing,Missing,CFIG Real Estate,0.8261167452480171,1680,Nothing,"230V, 400V",Missing,Klidná část obce,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.5289885,13.9984287,0.4196295178276306,Missing,Missing,Missing,Missing,Missing,0,0,0,0,1,1
1854,https://www.sreality.cz/detail/prodej/dum/zemedelska-usedlost/mikulasovice-mikulasovice-/671151948,"Mikulášovice, okres Děčín",decin,"zemedelske-usedlosti
",3 200 000 Kč za nemovitost (k jednání),25.09.2022,Cihlová,Před rekonstrukcí,Samostatný,Patrový,3,0.6137505590327625,0.5808471692968225,0.5331315879193048,0.5771912681871674,0.6826842347331774,1,Ihned,Místní zdroj,Lokální tuhá paliva,Missing,Jímka,"Vlak, Autobus",Missing,Třída G - Mimořádně nehospodárná,Missing,Missing,Levné sklady s.r.o.,0.6125032522091012,1948,Provizi RK neplatíte!,"230V, 400V",Missing,Okraj obce,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.9650761,14.3628271,0.4672825604451689,Missing,Missing,Missing,Missing,Missing,0,1,0,0,1,1
120,https://www.sreality.cz/detail/prodej/dum/rodinny/cheb-skalka-/1716103260,"Cheb - Skalka, okres Cheb",cheb,"rodinne-domy
",5 290 000 Kč za nemovitost,01.10.2022,Smíšená,Dobrý,Samostatný,Přízemní,1,0.531842823012964,0.47435015974963196,0.5331315879193048,0.5401972730276704,0.5462226124648275,Missing,Ihned,Dálkový vodovod,Lokální tuhá paliva,Missing,Jímka,Silnice,Neupravená,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Missing,Částečně,M&M reality,0.839603428574559,123,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,230V,Missing,Okraj obce,8.0,1.0,0.7500160339225485,0.0,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.0738431,12.3485738,0.539720813890451,Missing,Missing,Missing,Missing,Missing,1,1,0,1,1,1
2598,https://www.sreality.cz/detail/prodej/dum/chata/slany-kvic-mlynska/3961591372,"Mlýnská, Slaný - Kvíc",kladno,"chaty
",1 695 000 Kč za nemovitost,20.10.2022,Smíšená,Velmi dobrý,Samostatný,Přízemní,1,0.531842823012964,0.25913947998525333,0.2982659828428947,0.43249436375330447,0.5462226124648275,Missing,Missing,Dálkový vodovod,Missing,Missing,Veřejná kanalizace,Missing,Missing,Missing,Missing,Missing,Duna House,0.7487916121536251,2717,Nothing,"230V, 400V",Missing,Okraj obce,Missing,Missing,0.7500160339225485,Missing,0.9068193737697996,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.2117843,14.0660805,0.37570671181438486,Missing,Missing,Missing,Missing,Missing,1,0,0,1,1,0
1577,https://www.sreality.cz/detail/prodej/dum/chalupa/martineves-radesin-/1880893260,"Martiněves - Radešín, okres Litoměřice",litomerice,"chalupy
",2 500 000 Kč za nemovitost,20.10.2022,Cihlová,Před rekonstrukcí,Samostatný,Patrový,Missing,0.531842823012964,0.43042135952875726,0.5331315879193048,0.5163019849626678,0.5462226124648275,Missing,Missing,Místní zdroj,Missing,Missing,Jímka,Missing,Asfaltová,Třída G - Mimořádně nehospodárná,Missing,Missing,EVROPA realitní kancelář PRAHA,0.9233425188034479,1651,"včetně provize, včetně právního servisu","230V, 400V",Missing,Polosamota,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Internet,Missing,Missing,Missing,Missing,Missing,Missing,50.3408102,14.1454583,0.4317081197558572,True,True,Missing,Missing,Missing,1,1,0,1,1,1
1766,https://www.sreality.cz/detail/prodej/dum/rodinny/jirikov--/24020556,"Jiříkov, okres Děčín",decin,"rodinne-domy
",3 950 000 Kč za nemovitost,15.09.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,Missing,0.531842823012964,0.5475106131914561,0.5331315879193048,0.5754976299981706,0.5462226124648275,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Třída G - Mimořádně nehospodárná,Missing,Missing,EU - Grand Reality,0.6342438779465522,1856,Nothing,Missing,Missing,Missing,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.9951393,14.5690963,0.4976265672713587,Missing,Missing,Missing,Missing,Missing,1,1,0,1,1,1
101,https://www.sreality.cz/detail/prodej/dum/rodinny/marianske-lazne-marianske-lazne-chopinova/3137608028,"Chopinova, Mariánské Lázně",cheb,"rodinne-domy
",21 000 000 Kč za nemovitost,23.08.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,3 včetně 1 podzemního,0.531842823012964,0.6024479825398945,0.5331315879193048,0.5136035670090248,0.5462226124648275,Missing,Missing,Dálkový vodovod,"Lokální plynové, Ústřední dálkové, Jiné",Missing,Veřejná kanalizace,Silnice,Missing,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Missing,1,M&M reality,0.6212355504825517,104,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"230V, 400V",Missing,Klidná část obce,2.0,1.0,0.7498007622563366,0.0,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,49.990141,12.6984511,0.7384027186850859,Missing,Missing,Missing,Missing,Missing,1,1,0,1,0,1
4186,https://www.sreality.cz/detail/prodej/dum/chata/frymburk-milna-/3374261836,"Frymburk - Milná, okres Český Krumlov",cesky-krumlov,"chaty
",4 400 000 Kč za nemovitost,11.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,2,0.4702679123653209,0.44348418301148773,0.49213237263809656,0.5088725415775077,0.6068122189426121,Missing,Missing,"Místní zdroj, Studna","Lokální tuhá paliva, Ústřední elektrické",Missing,Veřejná kanalizace,Silnice,Asfaltová,Missing,Missing,1,Ardo Reality s.r.o.,0.7352736368659809,4384,včetně provize,"230V, 400V",Missing,Samota,1.0,Missing,0.7502845239488867,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,48.6958491,14.1495066,0.513174198594569,True,Missing,Missing,Missing,Missing,0,0,0,0,0,1
4134,https://www.sreality.cz/detail/prodej/dum/rodinny/rozmberk-nad-vltavou-rozmberk-nad-vltavou-/560019804,"Rožmberk nad Vltavou, okres Český Krumlov",cesky-krumlov,"rodinne-domy
",11 000 000 Kč za nemovitost,29.08.2022,Cihlová,Velmi dobrý,Samostatný,Přízemní,Missing,0.5908944859416426,0.5709996686489475,0.6572127773901422,0.5036645567449831,0.5462226124648275,Missing,Missing,Místní zdroj,Ústřední tuhá paliva,Missing,Veřejná kanalizace,Autobus,Missing,Třída G - Mimořádně nehospodárná,Missing,1,Jižní reality s.r.o.,0.8752891932984015,4330,Nothing,"230V, 400V",Missing,Klidná část obce,Missing,Missing,0.7489353765866696,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,48.6545255,14.3656325,0.6452187582834177,Missing,Missing,Missing,Missing,Missing,0,0,0,1,0,1
2965,https://www.sreality.cz/detail/prodej/dum/chata/bela-pod-bezdezem-bela-pod-bezdezem-nad-kurivodskou-silnici/2917504844,"Nad Kuřívodskou Silnicí, Bělá pod Bezdězem",mlada-boleslav,"chaty
",3 492 000 Kč za nemovitost,09.09.2022,Dřevěná,Velmi dobrý,Samostatný,Přízemní,1,0.4121801641000076,0.3536885676671798,0.5331315879193048,0.39758670146585556,0.5462226124648275,Missing,Missing,Dálkový vodovod,Missing,Individuální,Jímka,Missing,Missing,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Missing,Missing,NRG International Realty s.r.o.,0.6517784336040156,3103,Nothing,120V,Missing,Klidná část obce,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.5096291,14.7933566,0.47986659741091353,Missing,Missing,Missing,Missing,Missing,0,1,0,1,1,1
1706,https://www.sreality.cz/detail/prodej/dum/rodinny/benesov-nad-ploucnici-benesov-nad-ploucnici-dvorakova/2630084956,"Dvořákova, Benešov nad Ploučnicí",decin,"rodinne-domy
",3 900 000 Kč za nemovitost,19.09.2022,Smíšená,Před rekonstrukcí,V bloku,Patrový,3,0.5749009370145328,0.5680456815843856,0.5331315879193048,0.38620087592802665,0.5462226124648275,1,Missing,Missing,Ústřední plynové,Plynovod,Veřejná kanalizace,"Vlak, Silnice, Autobus",Missing,Třída G - Mimořádně nehospodárná,Missing,Missing,Vesta realitní kancelář,0.49605578516776605,1792,Nothing,230V,Missing,Centrum obce,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.7406393,14.3102726,0.4957907754302635,Missing,Missing,Missing,Missing,Missing,0,1,0,1,1,1
255,https://www.sreality.cz/detail/prodej/dum/rodinny/karlovy-vary-olsova-vrata-/1057953356,"Karlovy Vary - Olšová Vrata, okres Karlovy Vary",karlovy-vary,"rodinne-domy
",4 499 999 Kč za nemovitost,14.10.2022,Smíšená,Dobrý,Řadový,Patrový,2 včetně 1 podzemního,0.5479235790272824,0.5299343469782792,0.5331315879193048,0.4348360110223639,0.47883856906219,1,Missing,Dálkový vodovod,"Lokální tuhá paliva, Jiné",Missing,Veřejná kanalizace,Autobus,Missing,Třída F - Velmi nehospodárná č. 78/2013 Sb. podle vyhlášky,Missing,Částečně,RK Green,0.8378600515903389,266,"včetně poplatků, včetně právního servisu",230V,"228,0 kWh/m^2 za rok",Klidná část obce,1.0,1.0,0.7500160339225485,0.0,0.9493004902331208,Internet,Missing,Missing,Missing,Missing,Missing,Missing,50.2015826,12.914358,0.5164126783799401,Missing,True,Missing,True,Missing,0,1,0,0,1,1
4220,https://www.sreality.cz/detail/prodej/dum/rodinny/strmilov-palupin-/32888924,"Strmilov - Palupín, okres Jindřichův Hradec",jindrichuv-hradec,"rodinne-domy
",3 290 000 Kč za nemovitost,21.10.2022,Cihlová,Dobrý,Samostatný,Přízemní,1,0.6077533574678105,0.5215083917661661,0.5331315879193048,0.528262885481117,0.5462226124648275,Missing,Missing,Dálkový vodovod,Lokální tuhá paliva,Missing,Septik,Missing,Asfaltová,Třída E - Nehospodárná č. 264/2020 Sb. podle vyhlášky,0.0,Missing,Diadem Real,0.8769288846663852,4418,Nothing,230V,Missing,Klidná část obce,Missing,Missing,0.7500160339225485,0.0,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,49.1804366,15.2258168,0.47127964070585326,Missing,Missing,Missing,Missing,Missing,0,1,0,1,1,1
3939,https://www.sreality.cz/detail/prodej/dum/rodinny/praha-kolodeje-v-lipach/1635583564,"V lipách, Praha 9 - Koloděje",praha-9,"rodinne-domy
",15 890 000 Kč za nemovitost,01.10.2022,Cihlová,Dobrý,Samostatný,Patrový,2,0.5069170222467481,0.4731744862522298,0.5446173358310141,0.51835449324732,0.5462226124648275,1,Missing,Dálkový vodovod,Ústřední elektrické,Missing,Veřejná kanalizace,"Vlak, Autobus",Missing,Třída G - Mimořádně nehospodárná,Missing,Missing,Karel Fiala,0.7206698354220815,4120,"vč provize, práv. servisu a advokátní úschovy",230V,Missing,Missing,3.0,1.0,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.0618196,14.641699,0.6982208116179929,Missing,Missing,Missing,Missing,Missing,0,0,0,1,1,1
4946,https://www.sreality.cz/detail/prodej/dum/rodinny/svetla-nad-sazavou-svetla-nad-sazavou-panuskova/4285818444,"Panuškova, Světlá nad Sázavou",havlickuv-brod,"rodinne-domy
",5 380 000 Kč za nemovitost,26.09.2022,Cihlová,Dobrý,Řadový,Patrový,3,0.5119840589265329,0.5175458988740739,0.5956882224305207,0.4470150650476297,0.5140811010065125,Missing,Ihned,Dálkový vodovod,Lokální plynové,Plynovod,Veřejná kanalizace,"Silnice, Autobus",Asfaltová,Třída F - Velmi nehospodárná č. 148/2007 Sb. podle vyhlášky,0.0,Částečně,Keller Williams Millennium,0.5131180855477326,5170,lze financovat hypotečním úvěrem,230V,Missing,Missing,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,"Internet, Kabelová televize",Missing,Missing,Missing,Missing,Missing,Missing,49.6741256,15.3948483,0.5421519294591652,Missing,Missing,Missing,Missing,Missing,0,0,0,0,1,1
983,https://www.sreality.cz/detail/prodej/dum/chalupa/stankov-krchleby-1--maje/985241420,"1. máje, Staňkov - Krchleby",domazlice,"chalupy
",1 199 900 Kč za nemovitost,21.10.2022,Smíšená,Před rekonstrukcí,Samostatný,Přízemní,1,0.531842823012964,0.43042135952875726,0.5331315879193048,0.41461375730136313,0.5462226124648275,Missing,Missing,Dálkový vodovod,Lokální tuhá paliva,Missing,Veřejná kanalizace,"Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,Missing,Částečně,4fin Reality Better together Plzeň - Zikmunda Wintra,0.8016749335701829,1022,"včetně DPH, včetně poplatků, včetně provize, včetně právního servisu",230V,Missing,Klidná část obce,Missing,Missing,0.7500160339225485,0.0,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,49.5440835,13.110069,0.32592549274813853,True,True,True,True,Missing,1,1,0,1,1,1
1053,https://www.sreality.cz/detail/prodej/dum/rodinny/rehlovice-habri-/1652659788,"Řehlovice - Habří, okres Ústí nad Labem",usti-nad-labem,"rodinne-domy
",1 890 000 Kč za nemovitost,28.09.2022,Smíšená,K demolici,Missing,Přízemní,Missing,0.531842823012964,0.37454463744261846,0.5331315879193048,0.5026073832954808,0.5462226124648275,Missing,Missing,Studna,Missing,Missing,Missing,Missing,Missing,Missing,Missing,0,Skayo Reality,0.9216522036043269,1094,včetně provize RK a právního servisu,230V,Missing,Missing,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.6134308,13.9534936,0.39139918957725106,True,True,Missing,Missing,Missing,1,1,0,1,1,1
4625,https://www.sreality.cz/detail/prodej/dum/chalupa/radomysl-rojice-/2990897500,"Radomyšl - Rojice, okres Strakonice",strakonice,"chalupy
",3 620 000 Kč za nemovitost,03.10.2022,Kamenná,Velmi dobrý,Samostatný,Přízemní,1,0.531842823012964,0.3970848034233909,0.5331315879193048,0.4689135405932953,0.5462226124648275,Missing,Missing,Místní zdroj,"Lokální tuhá paliva, Lokální elektrické",Missing,Jímka,Autobus,Missing,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Missing,1,M&M reality,0.8273388330520774,4837,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"230V, 400V",Missing,Okraj obce,3.0,1.0,0.7500160339225485,0.0,0.9493004902331208,Missing,Missing,1.0,Missing,Missing,Missing,Missing,49.3483587,13.9446555,0.4850543867813917,Missing,Missing,Missing,Missing,Missing,1,1,0,1,1,1
4382,https://www.sreality.cz/detail/prodej/dum/na-klic/cesky-rudolec--/2179933772,"Český Rudolec, okres Jindřichův Hradec",jindrichuv-hradec,"projekty-na-klic
",2 900 000 Kč za nemovitost,14.10.2022,Montovaná,Projekt,Samostatný,Patrový,2,0.4688058548950428,0.4474620093152571,0.5331315879193048,0.0,0.5462226124648275,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Třída B - Velmi úsporná,Missing,Missing,Martin Chour,0.6915401006135085,4591,"na klíč, vč. zákl. desky a DPH",Missing,Missing,Missing,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,49.0680743,15.324757,0.4530965869127539,Missing,Missing,Missing,Missing,Missing,0,1,0,1,1,1
