,link,location,district,HouseType,total price,Update,Building,Object status,Location of the house,Home type,The floor,Built-up area,Usable area,Floor area,Land area,Garden area,Store,Move-in date,Water,Heating,Gas,Garbage,Transport,Communication,Energy efficiency of the building,Barrier-free,Equipment,companyName,proximityIndex,Index,Note on price,Electricity,Indicator of energy efficiency of the building,Object location,Parking,Garage,Year of reconstruction,Lift,Year of approval,Telecommunication,Certificate of energy performance of the building,Swimming pool,Housing costs,Discounted,Original price,Condition,locationLat,locationLong,price,provize,právního,dph,poplatků,cena k jednání,Built-up areaNan,Floor areaNan,Land areaNan,Garden areaNan,Year of reconstructionNan,Year of approvalNan
1380,https://www.sreality.cz/detail/prodej/dum/zemedelska-usedlost/blsany-sirem-/846038604,"Blšany - Siřem, okres Louny",louny,"zemedelske-usedlosti
",1 890 000 Kč za nemovitost,20.10.2022,Smíšená,Před rekonstrukcí,Samostatný,Přízemní,2 včetně 1 podzemního,0.531842823012964,0.6201047506462457,0.5331315879193048,0.563200155127401,0.5462226124648275,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Missing,0,M&M reality,0.8837976160665495,1441,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,Missing,Missing,Klidná část obce,1.0,Missing,0.7500160339225485,0.0,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.2336563,13.5054773,0.39139918957725106,Missing,Missing,Missing,Missing,Missing,1,1,0,1,1,1
5969,https://www.sreality.cz/detail/prodej/dum/chata/velke-hamry-velke-hamry-/1097091420,"Velké Hamry, okres Jablonec nad Nisou",jablonec-nad-nisou,"chaty
",2 430 000 Kč za nemovitost (k jednání),06.10.2022,Dřevěná,Novostavba,Samostatný,Patrový,2,0.3019949275986279,0.3045173760652784,0.3584676101755347,0.5201118752268259,0.6253059721375296,Missing,Missing,Missing,Lokální elektrické,Missing,Missing,"Vlak, Silnice, Autobus",Missing,Missing,Missing,Částečně,AEQUITAS Reality,0.5210242522034794,6241,"včetně DPH, včetně poplatků, včetně provize, včetně právního servisu, cena k jednání",Missing,Missing,Klidná část obce,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.7137344,15.3153896,0.4276155364979841,True,True,True,True,True,0,0,0,0,1,1
5983,https://www.sreality.cz/detail/prodej/dum/chalupa/liberec-liberec-xvi-novy-harcov-/1860974156,"Liberec - Liberec XVI-Nový Harcov, okres Liberec",liberec,"chalupy
",5 990 000 Kč za nemovitost,19.10.2022,Cihlová,Dobrý,Samostatný,Patrový,3 včetně 1 podzemního,0.531842823012964,0.4816514231983667,0.5331315879193048,0.4907426754352264,0.5462226124648275,Missing,Missing,Missing,Missing,Missing,Jímka,Missing,Missing,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Missing,Missing,M&M reality,0.70871110175451,6256,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,Missing,Missing,Klidná část obce,Missing,Missing,0.7500160339225485,0.0,0.9493004902331208,Missing,Missing,Missing,Missing,5 990 000 Kč za nemovitost,6 400 000 Kč,Missing,50.7607892,15.0957442,0.5576295353788812,Missing,Missing,Missing,Missing,Missing,1,1,0,1,1,1
3585,https://www.sreality.cz/detail/prodej/dum/rodinny/praha-stodulky-kovarova/3335771724,"Kovářova, Praha 5 - Stodůlky",praha-5,"rodinne-domy
",21 000 000 Kč za nemovitost,Včera,Cihlová,Velmi dobrý,V bloku,Patrový,2 včetně 1 podzemního,0.531842823012964,0.4965977908729129,0.5331315879193048,0.4180751569023552,0.5462226124648275,Missing,Missing,Dálkový vodovod,Ústřední plynové,Plynovod,Veřejná kanalizace,"Dálnice, Silnice, MHD, Autobus",Missing,Třída D - Méně úsporná č. 78/2013 Sb. podle vyhlášky,Missing,Částečně,CENTURY 21 Airport,0.5846976506478514,3749,"včetně DPH, včetně poplatků, včetně provize, včetně právního servisu",230V,"126,0 kWh/m^2 za rok",Centrum obce,1.0,Missing,0.7499084515067382,0.0,0.9493004902331208,"Telefon, Internet",Zobrazit průkaz energetické náročnosti budovy,Missing,Missing,Missing,Missing,Missing,50.0488976,14.3158076,0.7384027186850859,True,True,True,True,Missing,1,1,0,1,0,1
1225,https://www.sreality.cz/detail/prodej/dum/rodinny/blsany-blsany-havlickova/3177469516,"Havlíčkova, Blšany",louny,"rodinne-domy
",3 750 000 Kč za nemovitost,04.10.2022,Smíšená,Před rekonstrukcí,Samostatný,Patrový,2 včetně 1 podzemního,0.531842823012964,0.45127742930419584,0.5331315879193048,0.46545798026297125,0.5462226124648275,1,Ihned,Dálkový vodovod,Lokální tuhá paliva,Plynovod,ČOV pro celý objekt,"Silnice, MHD, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,0.0,Částečně,"Broker Consulting, a.s.",0.7057743469488635,1279,Nothing,230V,Missing,Missing,Missing,1.0,0.7500160339225485,0.0,0.9493004902331208,"Telefon, Internet, Kabelová televize",Missing,1.0,Missing,Missing,Missing,Missing,50.2170076,13.4701729,0.4901387682464575,Missing,Missing,Missing,Missing,Missing,1,1,0,1,1,1
4093,https://www.sreality.cz/detail/prodej/dum/rodinny/pridoli-spoli-/1254979932,"Přídolí - Spolí, okres Český Krumlov",cesky-krumlov,"rodinne-domy
",5 450 000 Kč za nemovitost,21.10.2022,Smíšená,Velmi dobrý,Samostatný,Patrový,3,0.5797910091613128,0.4975141198857358,0.5331315879193048,0.5265283987584146,0.5462226124648275,Missing,Ihned,Místní zdroj,"Lokální tuhá paliva, Ústřední tuhá paliva",Missing,Septik,Silnice,Asfaltová,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,Missing,0,RE/MAX G8 Reality,0.8990209657077199,4287,Nothing,230V,Missing,Klidná část obce,Missing,2.0,0.7500160339225485,Missing,0.9493004902331208,"Telefon, Internet",Missing,1.0,Missing,5 450 000 Kč za nemovitost,5 950 000 Kč,Missing,48.7757779,14.3289665,0.5440148436286103,Missing,Missing,Missing,Missing,Missing,0,1,0,1,1,1
3026,https://www.sreality.cz/detail/prodej/dum/undefined/brandys-nad-labem-stara-boleslav-stara-boleslav-dobrovskeho/868739420,"Dobrovského, Brandýs nad Labem-Stará Boleslav - Stará Boleslav",praha-vychod,"vicegeneracni-domy
",13 700 000 Kč za nemovitost,20.10.2022,Cihlová,Dobrý,Samostatný,Patrový,2,0.572086267576603,0.49976639298164266,0.5752242553045203,0.4503523967530451,0.47528663158174633,15 m2,Ihned,"Dálkový vodovod, Studna",Ústřední plynové,Plynovod,Veřejná kanalizace,"Dálnice, MHD, Autobus",Asfaltová,Třída F - Velmi nehospodárná č. 264/2020 Sb. podle vyhlášky,0.0,Částečně,Alexiss Group,0.558501193099143,3169,cena je včetně provize RK,"230V, 400V",Missing,Missing,1.0,1.0,0.7500160339225485,Missing,0.9493004902331208,Internet,Missing,Missing,Missing,Missing,Missing,Missing,50.1980952,14.6854052,0.6768504814834202,True,Missing,Missing,Missing,Missing,0,0,0,0,1,1
4810,https://www.sreality.cz/detail/prodej/dum/chata/bechyne-hvozdany-/888813132,"Bechyně - Hvožďany, okres Tábor",tabor,"chaty
",1 890 000 Kč za nemovitost,28.08.2022,Dřevěná,Dobrý,Samostatný,Patrový,2,0.531842823012964,0.3656364895324439,0.5331315879193048,0.3753558808466998,0.5462226124648275,Missing,Missing,Missing,Missing,Missing,Missing,"Silnice, Autobus",Neupravená,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Missing,1,M&M reality,0.8388855128211457,5028,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,230V,Missing,Klidná část obce,2.0,Missing,0.7502308790968193,0.0,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,49.28704395,14.436511817645027,0.39139918957725106,Missing,Missing,Missing,Missing,Missing,1,1,0,1,0,1
372,https://www.sreality.cz/detail/prodej/dum/chata/krasny-les-damice-/1566213964,"Krásný Les - Damice, okres Karlovy Vary",karlovy-vary,"chaty
",2 390 000 Kč za nemovitost,10.10.2022,Cihlová,Dobrý,Samostatný,Patrový,3,0.4146279445520951,0.42057385888088217,0.4840747360621149,0.49699741988487006,0.5462226124648275,1,Missing,Studna,Lokální tuhá paliva,Individuální,Septik,"Vlak, Autobus",Missing,Třída G - Mimořádně nehospodárná,Missing,Missing,Dumrealit.cz Bonus,0.800429552184929,389,Nothing,230V,Missing,Klidná část obce,5.0,Missing,0.7500160339225485,0.0,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.3301518,13.0119329,0.42522365236489135,Missing,Missing,Missing,Missing,Missing,0,0,0,1,1,1
4851,https://www.sreality.cz/detail/prodej/dum/rodinny/lestina-u-svetle-lestina-u-svetle-/3438818892,"Leština u Světlé, okres Havlíčkův Brod",havlickuv-brod,"rodinne-domy
",4 200 000 Kč za nemovitost (k jednání),21.10.2022,Smíšená,Dobrý,Samostatný,Patrový,3 včetně 1 podzemního,0.5214614813381095,0.4979689373801588,0.5331315879193048,0.5497399222060352,0.5462226124648275,1,Missing,Dálkový vodovod,"Ústřední plynové, Ústřední tuhá paliva",Plynovod,Trativod,"Vlak, Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,Missing,Částečně,4fin Reality Better together Kolín,0.6397345585792757,5072,"včetně zajištění financování, včetně provize, včetně právního servisu, cena k jednání","230V, 400V",Missing,Klidná část obce,1.0,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,49.7613517,15.3976052,0.5064703056405677,True,True,Missing,Missing,True,0,1,0,1,1,1
5673,https://www.sreality.cz/detail/prodej/dum/rodinny/kacakova-lhota--/2534766156,"Kacákova Lhota, okres Jičín",jicin,"rodinne-domy
",13 455 000 Kč za nemovitost,08.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,2,0.531842823012964,0.46319543764362664,0.688518662021556,0.6107951295535891,0.5462226124648275,Missing,Missing,"Místní zdroj, Dálkový vodovod","Jiné, Podlahové",Missing,ČOV pro celý objekt,Autobus,Štěrková,Třída C - Úsporná,1.0,Částečně,Ligneko,0.8879595380273624,5939,"Cena včetně DPH, poplatků, právního servisu","230V, 400V","40,0 kWh/m^2 za rok",Klidná část obce,1.0,1.0,0.7500160339225485,0.0,0.991570990479623,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.4095272,15.4192193,0.6742500508325855,Missing,True,True,True,Missing,1,0,0,1,1,0
3901,https://www.sreality.cz/detail/prodej/dum/rodinny/praha-horni-pocernice-bartlova/4060489292,"Bártlova, Praha 9 - Horní Počernice",praha-9,"rodinne-domy
",9 980 000 Kč za nemovitost,17.10.2022,Dřevěná,Dobrý,Samostatný,Patrový,2 včetně 1 podzemního,0.531842823012964,0.46186967341970414,0.5331315879193048,0.44957149038320815,0.5462226124648275,20 m2,Ihned,Dálkový vodovod,Lokální elektrické,Missing,Veřejná kanalizace,"Vlak, Dálnice, Silnice, MHD, Autobus",Dlážděná,Třída G - Mimořádně nehospodárná,0.0,Částečně,"Broker Consulting, a.s.",0.6977143012623797,4078,Nothing,230V,Missing,Missing,Missing,Missing,0.7499084515067382,0.0,0.923837228592312,"Telefon, Internet",Missing,Missing,6000,9 980 000 Kč za nemovitost,10 980 000 Kč,Missing,50.1190366,14.6318015,0.6311953224455475,Missing,Missing,Missing,Missing,Missing,1,1,0,1,0,0
3468,https://www.sreality.cz/detail/prodej/dum/rodinny/krivoklat-krivoklat-/3825800780,"Křivoklát, okres Rakovník",rakovnik,"rodinne-domy
",13 990 000 Kč za nemovitost,13.09.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,2,0.5428226367764518,0.5391350297459453,0.5331315879193048,0.48048494738311726,0.5462226124648275,Missing,Missing,Studna,"Lokální tuhá paliva, Ústřední tuhá paliva",Missing,Jímka,"Vlak, Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Missing,1,RE/MAX G8 Reality,0.30657580207159696,3624,Nothing,230V,Missing,Centrum obce,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,"Telefon, Internet",Missing,Missing,Missing,Missing,Missing,Missing,50.0407511,13.881053944967714,0.679869099335741,Missing,Missing,Missing,Missing,Missing,0,1,0,1,1,1
426,https://www.sreality.cz/detail/prodej/dum/chata/kynsperk-nad-ohri-kynsperk-nad-ohri-skolni/2423351644,"Školní, Kynšperk nad Ohří",sokolov,"chaty
",500 000 Kč za nemovitost,05.09.2022,Cihlová,Dobrý,Samostatný,Přízemní,1,0.531842823012964,0.3826771393189437,0.5331315879193048,0.46806482912870506,0.5462226124648275,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Missing,Missing,M&M reality,0.35362489523389207,446,Cenu neuvádět,Missing,Missing,Klidná část obce,Missing,Missing,0.7500160339225485,0.0,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.1169385,12.5347144,0.19977570671133904,Missing,Missing,Missing,Missing,Missing,1,1,0,1,1,1
2592,https://www.sreality.cz/detail/prodej/dum/chata/slany-slany-smecenska/3705907020,"Smečenská, Slaný",kladno,"chaty
",2 650 000 Kč za nemovitost,07.09.2022,Cihlová,Po rekonstrukci,Samostatný,Patrový,Missing,0.531842823012964,0.3515398566989525,0.5331315879193048,0.43521910211912856,0.5462226124648275,1,Missing,Dálkový vodovod,Lokální elektrické,Missing,Jímka,Missing,Missing,Missing,Missing,Missing,RSQ CZ s.r.o.,0.5479930100134487,2711,Nothing,230V,Missing,Klidná část obce,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.2267374,14.0823496,0.4401051187095004,Missing,Missing,Missing,Missing,Missing,1,1,0,1,1,1
5570,https://www.sreality.cz/detail/prodej/dum/rodinny/sveti-sveti-/4260083532,"Světí, okres Hradec Králové",hradec-kralove,"rodinne-domy
",8 900 000 Kč za nemovitost,Včera,Cihlová,Novostavba,Řadový,Patrový,2,0.531842823012964,0.4625349061971589,0.5331315879193048,0.41974632783629295,0.5462226124648275,Missing,Missing,Dálkový vodovod,Jiné,Missing,ČOV pro celý objekt,"Dálnice, Silnice, Autobus","Betonová, Dlážděná, Asfaltová",Třída A - Mimořádně úsporná č. 78/2013 Sb. podle vyhlášky,1.0,Částečně,David Dvořáček,0.7664723709051422,5832,"U nás žádné aukce nehledejte, prodáváme prvnímu zájemci., včetně DPH, včetně poplatků, včetně provize, včetně právního servisu",230V,"54,0 kWh/m^2 za rok",Okraj obce,2.0,Missing,0.7500160339225485,0.0,0.991570990479623,"Internet, Satelit, Kabelová televize, Kabelové rozvody, Ostatní",Missing,Missing,"1700,-",Missing,Missing,Missing,50.2568164,15.7762192,0.6146904049895996,True,True,True,True,Missing,1,1,0,1,1,0
478,https://www.sreality.cz/detail/prodej/dum/rodinny/tachov--/3605522252,"Tachov, okres Tachov",tachov,"rodinne-domy
",17 999 000 Kč za nemovitost,10.10.2022,Cihlová,Novostavba,Samostatný,Přízemní,1,0.7010360927023609,0.5914394134123309,0.6807386429250093,0.6188486164200955,0.5462226124648275,Missing,Missing,Missing,"Lokální tuhá paliva, Jiné",Missing,Septik,Missing,Missing,Třída C - Úsporná č. 148/2007 Sb. podle vyhlášky,Missing,1,RAZKA reality,0.25343180368749674,500,Nothing,Missing,Missing,Okraj obce,1.0,1.0,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,49.6718521,12.5574971,0.7161804109088954,Missing,Missing,Missing,Missing,Missing,0,0,0,1,1,1
5,https://www.sreality.cz/detail/prodej/dum/rodinny/liba-liba-/2559104588,"Libá, okres Cheb",cheb,"rodinne-domy
",3 638 000 Kč za nemovitost,21.10.2022,Smíšená,Před rekonstrukcí,Samostatný,Patrový,3,0.47171060426596767,0.5141740570860898,0.5331315879193048,0.46927428199287746,0.5275279964883918,Missing,Ihned,Dálkový vodovod,Lokální tuhá paliva,Missing,Veřejná kanalizace,"Vlak, Dálnice, Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,Missing,0,Finpos realitní kancelář s.r.o.,0.8188930977775539,5,Nothing,"230V, 400V",Missing,Klidná část obce,2.0,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,50.12453735,12.223342127910534,0.4857691688454029,Missing,Missing,Missing,Missing,Missing,0,1,0,0,1,1
4077,https://www.sreality.cz/detail/prodej/dum/rodinny/horni-plana-hurka-karlovy-dvory-i/1113380428,"Karlovy dvory I, Horní Planá - Hůrka",cesky-krumlov,"rodinne-domy
",10 980 000 Kč za nemovitost,14.10.2022,Dřevěná,Velmi dobrý,Řadový,Patrový,2,0.4658215135248838,0.44509568518546866,0.5122990213939232,0.4148665044692147,0.4748829945985355,Missing,Missing,Missing,"Ústřední elektrické, Podlahové",Missing,Missing,Silnice,Asfaltová,Missing,Missing,Částečně,Bidli,0.7643319364567562,4271,Nothing,230V,Missing,Klidná část obce,2.0,Missing,0.7500160339225485,0.0,0.987353358716426,Missing,Missing,Missing,Missing,Missing,Missing,Missing,48.7532971,14.0545616,0.644956505780319,Missing,Missing,Missing,Missing,Missing,0,0,0,0,1,0
2343,https://www.sreality.cz/detail/prodej/dum/rodinny/zizice-zizice-/349710156,"Žižice, okres Kladno",kladno,"rodinne-domy
",9 600 000 Kč za nemovitost,20.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,3 včetně 1 podzemního,0.531842823012964,0.5122468793115704,0.5331315879193048,0.5288497443001925,0.5462226124648275,1,30.11.2022,"Místní zdroj, Dálkový vodovod","Lokální plynové, Lokální tuhá paliva",Missing,"Veřejná kanalizace, Jímka","MHD, Autobus",Missing,Třída D - Méně úsporná č. 148/2007 Sb. podle vyhlášky,Missing,Částečně,M&M reality,0.8348803716641513,2450,Nothing,"230V, 400V",Missing,Klidná část obce,6.0,1.0,0.7501235097155308,0.0,0.9493004902331208,Missing,Missing,1.0,Missing,Missing,Missing,Missing,50.2462777,14.153892,0.6256010622914387,Missing,Missing,Missing,Missing,Missing,1,1,0,1,0,1
3419,https://www.sreality.cz/detail/prodej/dum/rodinny/msecke-zehrovice-msecke-zehrovice-/645080652,"Mšecké Žehrovice, okres Rakovník",rakovnik,"rodinne-domy
",5 999 990 Kč za nemovitost,10.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,Missing,0.42165758651158436,0.40719896562353014,0.5331315879193048,0.46842976869986847,0.5572984032181861,Missing,Missing,Dálkový vodovod,Ústřední elektrické,Missing,Jímka,Missing,Missing,Třída G - Mimořádně nehospodárná,Missing,Částečně,Jaroš & Partners Real Estate,0.8492994170826742,3573,"včetně poplatků, + provize RK",400V,Missing,Missing,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Internet,Missing,Missing,Missing,Missing,Missing,Missing,50.1790076,13.9231223,0.5578696750892305,True,Missing,Missing,True,Missing,0,1,0,0,1,1
2908,https://www.sreality.cz/detail/prodej/dum/zemedelska-usedlost/brambory-brambory-/395192140,"Brambory, okres Kutná Hora",kutna-hora,"zemedelske-usedlosti
",3 980 000 Kč za nemovitost,21.10.2022,Smíšená,Před rekonstrukcí,Samostatný,Patrový,1,0.531842823012964,0.5179131481114818,0.5331315879193048,0.5654255394416315,0.5462226124648275,Missing,Missing,"Místní zdroj, Studna",Lokální elektrické,Plynovod,Trativod,Missing,Asfaltová,Missing,Missing,0,Skayo Reality,0.8351478999807045,3045,včetně provize RK a právního servisu,230V,Missing,Klidná část obce,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,49.9781496,15.4702112,0.498716920851463,True,True,Missing,Missing,Missing,1,1,0,1,1,1
639,https://www.sreality.cz/detail/prodej/dum/rodinny/line-line-hornicka/3742009164,"Hornická, Líně",plzen-sever,"rodinne-domy
",4 990 000 Kč za nemovitost,15.10.2022,Cihlová,Dobrý,Samostatný,Patrový,3,0.47592745266084213,0.42757449546809195,0.5331315879193048,0.4560296694120342,0.5462226124648275,Missing,Missing,Missing,Missing,Missing,Veřejná kanalizace,Missing,Missing,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Missing,Částečně,TOP realitní centrum s.r.o.,0.6877754326324019,665,Nothing,Missing,Missing,Centrum obce,Missing,Missing,0.7500160339225485,Missing,0.9493004902331208,Missing,Missing,Missing,Missing,Missing,Missing,Missing,49.696111,13.2547739,0.531307469089878,Missing,Missing,Missing,Missing,Missing,0,1,0,1,1,1
3905,https://www.sreality.cz/detail/prodej/dum/rodinny/praha-ujezd-nad-lesy-machovicka/3087677260,"Machovická, Praha 9 - Újezd nad Lesy",praha-9,"rodinne-domy
",13 950 000 Kč za nemovitost,07.10.2022,Cihlová,Před rekonstrukcí,Řadový,Patrový,2 včetně 1 podzemního,0.531842823012964,0.519728055829657,0.5549942142583629,0.4774379360835783,0.5462226124648275,1,Missing,Dálkový vodovod,Lokální plynové,Plynovod,Veřejná kanalizace,"Vlak, Dálnice, Silnice",Asfaltová,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,0.0,Částečně,NEXT REALITY EXCLUSIVE,0.6577255446684058,4083,Nothing,230V,Missing,Okraj obce,2.0,1.0,0.7500160339225485,Missing,0.8726814205119453,Missing,Zobrazit průkaz energetické náročnosti budovy,Missing,Missing,Missing,Missing,Missing,50.072042,14.6871684,0.6794564785508155,Missing,Missing,Missing,Missing,Missing,1,0,0,1,1,0
