,link,location,district,HouseType,total price,Update,Building,Object status,Location of the house,Home type,The floor,Built-up area,Usable area,Floor area,Land area,Garden area,Store,Move-in date,Water,Heating,Gas,Garbage,Transport,Communication,Energy efficiency of the building,Barrier-free,Equipment,companyName,proximityIndex,Index,Note on price,Electricity,Indicator of energy efficiency of the building,Object location,Parking,Garage,Year of reconstruction,Lift,Cena,Year of approval,Telecommunication,Certificate of energy performance of the building,Swimming pool,Number of flats,Housing costs,Discounted,Original price,Pool area,Ceiling height,Condition,Soil construction,Starting price,Expert opinion,Minimum bid,Auction principal,Type of auction,Place of auction,The date of the auction,Auction decree,Expert opinion.1,Inspection date,Sale start date,Minimum purchase price,The date of the 1st inspection,The date of the 2nd inspection,Date of completion of construction,Inspection date to,locationLat,locationLong,price,provize,právního,dph,poplatků,cena k jednání
4854,https://www.sreality.cz/detail/prodej/dum/rodinny/stoky-stoky-/2537559884,"Štoky, okres Havlíčkův Brod",havlickuv-brod,"rodinne-domy
",5 350 000 Kč za nemovitost,21.10.2022,Cihlová,Dobrý,Řadový,Přízemní,1. podlaží z celkem 2,55.0,110,,55.0,,,,,Ústřední plynové,,,,,Třída G - Mimořádně nehospodárná,,1,Fincentrum Reality,612.0,5075,Nothing,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5024851,15.5886289,5350000,,,,,
2589,https://www.sreality.cz/detail/prodej/dum/chata/hrebec-hrebec-/1793451852,"Hřebeč, okres Kladno",kladno,"chaty
",1 250 000 Kč za nemovitost,26.09.2022,Smíšená,Dobrý,Samostatný,Patrový,2,29.0,50,50.0,203.0,174.0,,Ihned,,,,,,,Třída G - Mimořádně nehospodárná,0.0,,ORBISREALITY,1333.5,2708,Nothing,,,Okraj obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1359496,14.1644629,1250000,,,,,
1865,https://www.sreality.cz/detail/prodej/dum/undefined/decin-decin-vii-chrochvice-zelenicka/3462191452,"Želenická, Děčín - Děčín VII-Chrochvice",decin,"vicegeneracni-domy
",5 900 000 Kč za nemovitost,29.08.2022,Smíšená,Před rekonstrukcí,Samostatný,Patrový,3,475.0,276,,475.0,,,,,,Plynovod,Veřejná kanalizace,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,0,RE/MAX Synergy,781.9444444444445,1959,Nothing,,,Centrum obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7824196,14.2147221,5900000,,,,,
5140,https://www.sreality.cz/detail/prodej/dum/rodinny/ridelov--/1117264220,"Řídelov, okres Jihlava",jihlava,"rodinne-domy
",4 300 000 Kč za nemovitost (k jednání),10.10.2022,Cihlová,Dobrý,Samostatný,Přízemní,1. podlaží z celkem 1,180.0,170,,890.0,,60 m2,,Místní zdroj,Ústřední tuhá paliva,,Septik,"Silnice, Autobus",Neupravená,Třída B - Velmi úsporná č. 148/2007 Sb. podle vyhlášky,,1,Fincentrum Reality,1858.142857142857,5372,Nothing,"230V, 400V",,Klidná část obce,1.0,,,,,,"Internet, Satelit",Zobrazit průkaz energetické náročnosti budovy,,,,,,,,,,,,,,,,,,,,,,,,,,49.2344952,15.4068192,4300000,,,,,
2433,https://www.sreality.cz/detail/prodej/dum/rodinny/bratronice-dolni-bezdekov-/2730092364,"Bratronice - Dolní Bezděkov, okres Kladno",kladno,"rodinne-domy
",5 950 000 Kč za nemovitost,07.10.2022,Smíšená,Před rekonstrukcí,Samostatný,Přízemní,1,,145,,1425.0,,,,Dálkový vodovod,Lokální tuhá paliva,,Veřejná kanalizace,"Silnice, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,0,M&M reality,1999.076923076923,2544,Včetně provize RK a kompletního právního servisu. . V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"120V, 230V",,Klidná část obce,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0844309,14.0349784,5950000,True,True,,,
5195,https://www.sreality.cz/detail/prodej/dum/rodinny/kejzlice-kejzlice-ke-svetle/3268585820,"Ke Světlé, Kejžlice",pelhrimov,"rodinne-domy
",4 268 000 Kč za nemovitost,20.10.2022,Cihlová,V rekonstrukci,Samostatný,Přízemní,2,164.0,266,,1770.0,,,,,,,,,,Třída C - Úsporná č. 264/2020 Sb. podle vyhlášky,,0,propiva sdílená realitka,871.8888888888889,5429,Nothing,,,Okraj obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.594386,15.3911309,4268000,,,,,
1097,https://www.sreality.cz/detail/prodej/dum/rodinny/stebno-chvalov-/434460764,"Stebno - Chvalov, okres Ústí nad Labem",usti-nad-labem,"rodinne-domy
",5 900 000 Kč za nemovitost (k jednání),26.09.2022,Cihlová,Dobrý,V bloku,Patrový,,,200,,2587.0,,,,Dálkový vodovod,Ústřední tuhá paliva,Individuální,Veřejná kanalizace,"Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,,,K-Reality,1349.1818181818182,1144,"včetně provize, cena k jednání","230V, 400V",,Klidná část obce,,,,,,,"Telefon, Internet, Kabelová televize",,,,,,,,,,,,,,,,,,,,,,,,,,,50.6024218,14.057586,5900000,True,,,,True
2028,https://www.sreality.cz/detail/prodej/dum/chata/chocerady-chocerady-/1014335836,"Chocerady, okres Benešov",benesov,"chaty
",1 598 000 Kč za nemovitost,Včera,Dřevěná,Velmi dobrý,Samostatný,Přízemní,,,24,,465.0,441.0,,,,Lokální tuhá paliva,,,"Vlak, Dálnice, MHD",,Třída G - Mimořádně nehospodárná,,Částečně,EVROPA realitní kancelář PRAHA,859.3076923076923,2124,včetně právního servisu,230V,,Klidná část obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8729023,14.8020685,1598000,,True,,,
2670,https://www.sreality.cz/detail/prodej/dum/rodinny/krakovany-krakovany-/3081967180,"Krakovany, okres Kolín",kolin,"rodinne-domy
",8 490 000 Kč za nemovitost,19.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,2,,373,,289.0,,,Ihned,Místní zdroj,"Lokální plynové, Lokální tuhá paliva",,Veřejná kanalizace,"Silnice, Autobus",,Třída E - Nehospodárná č. 148/2007 Sb. podle vyhlášky,,,M&M reality,1394.3076923076924,2797,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"120V, 230V, 400V","149,0 kWh/m^2 za rok",Klidná část obce,2.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0660663,15.3688644,8490000,,,,,
5482,https://www.sreality.cz/detail/prodej/dum/rodinny/libcany-libcany-/824944460,"Libčany, okres Hradec Králové",hradec-kralove,"rodinne-domy
",7 899 000 Kč za nemovitost,17.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,,160.0,225,,782.0,622.0,,,,Lokální elektrické,,Veřejná kanalizace,"Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,,Částečně,Future Fin Reality,1550.6153846153843,5737,"včetně DPH, včetně poplatků, včetně provize, včetně právního servisu",230V,,Okraj obce,,,,,,,"Telefon, Internet, Kabelová televize, Kabelové rozvody",,,,,,,,,,,,,,,,,,,,,,,,,,,50.1916624,15.6949102,7899000,True,True,True,True,
1219,https://www.sreality.cz/detail/prodej/dum/rodinny/holedec-holedec-/368784972,"Holedeč, okres Louny",louny,"rodinne-domy
",7 500 000 Kč za nemovitost,07.10.2022,Cihlová,Dobrý,Samostatný,Patrový,2 včetně 1 podzemního,,225,,1697.0,,20 m2,Ihned,Místní zdroj,"Lokální tuhá paliva, Lokální elektrické",,Jímka,"Vlak, Silnice, Autobus","Asfaltová, Neupravená",Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,0.0,1,NEXT REALITY KLADNO,2961.9,1272,Nothing,"230V, 400V",,Samota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.277427,13.5629861,7500000,,,,,
4990,https://www.sreality.cz/detail/prodej/dum/chalupa/usobi--/797673292,"Úsobí, okres Havlíčkův Brod",havlickuv-brod,"chalupy
",2 800 000 Kč za nemovitost,21.10.2022,Cihlová,Velmi dobrý,Rohový,Přízemní,1,159.0,159,,517.0,,,,,Ústřední plynové,,Veřejná kanalizace,"Dálnice, Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,,1,"Agil, Realitní kancelář",1603.8,5215,Nothing,400V,,Okraj obce,,1.0,,,,,Kabelové rozvody,,,,,2 800 000 Kč za nemovitost,3 000 000 Kč,,,,,,,,,,,,,,,,,,,,,49.5141989,15.5024691,2800000,,,,,
4354,https://www.sreality.cz/detail/prodej/dum/chalupa/clunek-clunek-/3141969740,"Člunek, okres Jindřichův Hradec",jindrichuv-hradec,"chalupy
",3 900 000 Kč za nemovitost,03.09.2022,Smíšená,Dobrý,Samostatný,Přízemní,1,876.0,228,,876.0,,,Ihned,"Dálkový vodovod, Studna",,,Veřejná kanalizace,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,1,RE/MAX Profil,1915.5,4560,Nothing,"230V, 400V",,Centrum obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1108332,15.127408359209614,3900000,,,,,
5943,https://www.sreality.cz/detail/prodej/dum/na-klic/stare-buky--/1428511580,"Staré Buky, okres Trutnov",trutnov,"projekty-na-klic
",4 851 000 Kč za nemovitost,18.10.2022,Dřevěná,Projekt,Samostatný,Přízemní,,100.0,100,100.0,2730.0,,,,,,,,"Silnice, Autobus",,,,1,Bidli,2709.875,6215,Nothing,,,Polosamota,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5376642,15.8480779,4851000,,,,,
1446,https://www.sreality.cz/detail/prodej/dum/rodinny/litomerice-predmesti-/3473185116,"Litoměřice - Předměstí, okres Litoměřice",litomerice,"rodinne-domy
",6 150 000 Kč za nemovitost,12.10.2022,Cihlová,Dobrý,V bloku,Přízemní,2 včetně 1 podzemního,,240,,485.0,,,,Dálkový vodovod,"Lokální plynové, Lokální tuhá paliva",,Veřejná kanalizace,"Vlak, Silnice, MHD, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,333.1764705882353,1510,Cena je včetně provize RK,"230V, 400V",,Klidná část obce,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5434962,14.1154428,6150000,True,,,,
77,https://www.sreality.cz/detail/prodej/dum/rodinny/pomezi-nad-ohri-pomezi-nad-ohri-/1191851596,"Pomezí nad Ohří, okres Cheb",cheb,"rodinne-domy
",3 990 000 Kč za nemovitost,20.10.2022,Smíšená,Dobrý,Řadový,Patrový,1,80.0,160,,950.0,,,,,,,"Septik, Jímka",,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,Euro Reality Plzeň,2073.1666666666665,79,Nothing,,,Klidná část obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0883836,12.264292000200342,3990000,,,,,
4621,https://www.sreality.cz/detail/prodej/dum/chalupa/ceprovice--/1163744844,"Čepřovice, okres Strakonice",strakonice,"chalupy
",1 900 000 Kč za nemovitost,12.10.2022,Smíšená,Dobrý,V bloku,Patrový,3 včetně 1 podzemního,,418,,418.0,,,Ihned,Místní zdroj,"Lokální plynové, Lokální elektrické",,Veřejná kanalizace,"Silnice, Autobus",,Třída E - Nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,2289.1428571428573,4833,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"230V, 400V",,Klidná část obce,2.0,1.0,,0.0,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1552322,13.9750784,1900000,,,,,
2076,https://www.sreality.cz/detail/prodej/dum/chata/tynec-nad-sazavou-pecerady-/1667794508,"Týnec nad Sázavou - Pecerady, okres Benešov",benesov,"chaty
",2 080 000 Kč za nemovitost (k jednání),18.10.2022,Smíšená,Dobrý,Samostatný,Patrový,3 včetně 1 podzemního,56.0,64,,536.0,480.0,20 m2,,Místní zdroj,Lokální tuhá paliva,,Jímka,"Vlak, Dálnice, Silnice, MHD","Asfaltová, Neupravená",,,1,4fin Reality Better together Praha - Ke Štvanici,2512.1875,2173,"včetně provize, včetně právního servisu, cena k jednání",230V,,Polosamota,,,,0.0,,,,,,,,,,,,Rezervováno,,,,,,,,,,,,,,,,,,49.83055735,14.592807399359188,2080000,True,True,,,True
5795,https://www.sreality.cz/detail/prodej/dum/rodinny/horicky--/2558936652,"Hořičky, okres Náchod",nachod,"rodinne-domy
",2 190 000 Kč za nemovitost,19.10.2022,Cihlová,Špatný,Samostatný,Přízemní,,400.0,140,,1407.0,1007.0,1,,Dálkový vodovod,Lokální tuhá paliva,Plynovod,Veřejná kanalizace,"Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,,0,COLOSEUM NEMOVITOSTI,1676.2727272727273,6062,Nothing,230V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.4447586,15.9935284,2190000,,,,,
3290,https://www.sreality.cz/detail/prodej/dum/chalupa/drevniky-nechalov-/2879141708,"Drevníky - Nechalov, okres Příbram",pribram,"chalupy
",4 400 000 Kč za nemovitost,17.10.2022,Cihlová,Dobrý,Samostatný,Patrový,2,120.0,120,120.0,936.0,,1,,Dálkový vodovod,Ústřední tuhá paliva,,Jímka,,,Třída G - Mimořádně nehospodárná,,,Reality 11 VLTAVA,2582.111111111112,3440,včetně provize a práv. servisu,230V,,Okraj obce,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.73045,14.23566,4400000,True,,,,
5730,https://www.sreality.cz/detail/prodej/dum/rodinny/zeleznice-zeleznice-hrbitovni/4092466764,"Hřbitovní, Železnice",jicin,"rodinne-domy
",2 850 000 Kč za nemovitost,26.07.2022,Cihlová,Před rekonstrukcí,,Přízemní,,,183,126.0,971.0,,,,Dálkový vodovod,,,Veřejná kanalizace,,,Třída G - Mimořádně nehospodárná,,,Jičínská realitní,1784.0555555555557,5996,Nothing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.4719939,15.3774402,2850000,,,,,
3288,https://www.sreality.cz/detail/prodej/dum/chalupa/hvozdany--/4261156684,"Hvožďany, okres Příbram",pribram,"chalupy
",3 881 500 Kč za nemovitost,20.10.2022,Kamenná,Dobrý,Samostatný,Přízemní,2 včetně 1 podzemního,,193,,1347.0,,,,Místní zdroj,Lokální tuhá paliva,,Septik,"Silnice, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,2267.5,3438,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"230V, 400V",,Klidná část obce,3.0,1.0,2020.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,49.5284064,13.8055896,3881500,,,,,
5799,https://www.sreality.cz/detail/prodej/dum/rodinny/adrspach-horni-adrspach-/1197230428,"Adršpach - Horní Adršpach, okres Náchod",nachod,"rodinne-domy
",4 999 000 Kč za nemovitost,Dnes,Smíšená,Dobrý,Samostatný,Přízemní,1. podlaží,145.0,284,268.0,767.0,622.0,1,Ihned,Dálkový vodovod,,,Veřejná kanalizace,,,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,,Částečně,Reality Hocková s.r.o.,1642.8333333333333,6066,Cena včetně provize a právního servisu,230V,,,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.617397,16.1004323,4999000,True,True,,,
2513,https://www.sreality.cz/detail/prodej/dum/rodinny/tuchlovice-tuchlovice-na-strazi-vii/561907276,"Na Stráži VII, Tuchlovice",kladno,"rodinne-domy
",4 459 000 Kč za nemovitost,07.08.2022,Smíšená,Před rekonstrukcí,Samostatný,Patrový,2,137.0,137,137.0,333.0,,1,Ihned,,,,,,,Třída G - Mimořádně nehospodárná,0.0,,ORBISREALITY,1152.2666666666669,2628,Nothing,,,,1.0,1.0,,,,,,,,,,,,,,Rezervováno,,,,,,,,,,,,,,,,,,50.1362752,13.9826099,4459000,,,,,
806,https://www.sreality.cz/detail/prodej/dum/chata/honezovice--/1769862988,"Honezovice, okres Plzeň-jih",plzen-jih,"chaty
",2 270 000 Kč za nemovitost (k jednání),23.09.2022,Kamenná,Špatný,Samostatný,Patrový,3,132.0,110,110.0,332.0,196.0,1,Ihned,Studna,Lokální tuhá paliva,,,"Silnice, Autobus",Zpevněná,,0.0,,AGbydleni.cz,2540.4,841,Cena k jednání,400V,,Klidná část obce,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.6382074,13.0625536,2270000,,,,,True
1412,https://www.sreality.cz/detail/prodej/dum/rodinny/litomerice--/2396915276,"Litoměřice, okres Litoměřice",litomerice,"rodinne-domy
",3 500 000 Kč za nemovitost,19.10.2022,Cihlová,Dobrý,Samostatný,Přízemní,,126.0,112,,112.0,,,,Dálkový vodovod,,Plynovod,Veřejná kanalizace,"Vlak, Silnice, Autobus",,Třída G - Mimořádně nehospodárná,,,MAXIMA REALITY,270.1764705882353,1474,Nothing,230V,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5340795,14.1317985,3500000,,,,,
4651,https://www.sreality.cz/detail/prodej/dum/pamatka/uzenicky-cernivsko-/3163784780,"Uzeničky - Černívsko, okres Strakonice",strakonice,"pamatky-jine
",23 000 000 Kč za nemovitost,Včera,Cihlová,Velmi dobrý,Samostatný,Patrový,3,1445.0,611,1016.0,3470.0,,,Ihned,Místní zdroj,Lokální elektrické,,Veřejná kanalizace,"Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,0.0,1,"Broker Consulting, a.s.",4168.181818181818,4864,Nothing,"230V, 400V",,,10.0,,,0.0,,,Internet,,,,0,,,,,,,,,,,,,,,,,,,,,,,49.473411,13.95979,23000000,,,,,
71,https://www.sreality.cz/detail/prodej/dum/rodinny/vojtanov--/1174910796,"Vojtanov, okres Cheb",cheb,"rodinne-domy
",10 700 000 Kč za nemovitost,14.10.2022,Cihlová,Dobrý,Samostatný,Patrový,4,285.0,780,,8113.0,,,Ihned,,,,,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,0,Euro Reality Plzeň,2649.6666666666665,73,Nothing,,,Polosamota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.168417,12.3168787,10700000,,,,,
3838,https://www.sreality.cz/detail/prodej/dum/rodinny/praha-praha-14-/1867455068,Praha 9 - Praha 14,praha-9,"rodinne-domy
",9 499 000 Kč za nemovitost,Včera,Cihlová,Novostavba,Samostatný,Patrový,,,96,,276.0,,,,,,,,"Dálnice, Silnice, MHD",,Třída B - Velmi úsporná č. 78/2013 Sb. podle vyhlášky,,,CANABA rodinné domy,873.047619047619,4015,včetně provize,,"102,0 kWh/m^2 za rok",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1155736,14.5098503,9499000,True,,,,
1493,https://www.sreality.cz/detail/prodej/dum/rodinny/vrazkov-vrazkov-/4003264332,"Vražkov, okres Litoměřice",litomerice,"rodinne-domy
",4 000 000 Kč za nemovitost,10.10.2022,Cihlová,Dobrý,Samostatný,Přízemní,1,100.0,100,,769.0,,1,,,Jiné,,,,,Třída G - Mimořádně nehospodárná,,,Reality 11 North,863.6363636363636,1565,Nothing,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3734291,14.2680436,4000000,,,,,
570,https://www.sreality.cz/detail/prodej/dum/chalupa/hlohovice-hlohovicky-/1112802892,"Hlohovice - Hlohovičky, okres Rokycany",rokycany,"chalupy
",3 990 000 Kč za nemovitost,17.10.2022,Cihlová,Po rekonstrukci,Samostatný,Přízemní,1,152.0,75,,591.0,439.0,,Ihned,Studna,Lokální tuhá paliva,,Jímka,"Silnice, MHD, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,RE/MAX G8 Reality,1963.3636363636365,594,včetně právního servisu a advokátní úschovy,"230V, 400V",,Klidná část obce,2.0,,2022.0,,,,"Satelit, Kabelové rozvody",,,,,,,,,,,,,,,,,,,,,,,,,,,49.8938154,13.6730849,3990000,,True,,,
2212,https://www.sreality.cz/detail/prodej/dum/rodinny/bratronice-bratronice-/630069068,"Bratronice, okres Kladno",kladno,"rodinne-domy
",4 900 000 Kč za nemovitost,21.10.2022,Smíšená,Před rekonstrukcí,Samostatný,Přízemní,1,167.0,91,,505.0,,24 m2,,Studna,"Lokální plynové, Lokální tuhá paliva",,Veřejná kanalizace,"Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,1.0,1,RE/MAX G8 Reality,1300.8333333333333,2315,včetně právního servisu a odměny RK,230V,,Klidná část obce,,,,,,1893.0,"Telefon, Internet",,,,,,,,,,,,,,,,,,,,,,,,,,,50.0677464,14.014156,4900000,,True,,,
3354,https://www.sreality.cz/detail/prodej/dum/zemedelska-usedlost/zaluzany-zaluzany-/2940847948,"Zalužany, okres Příbram",pribram,"zemedelske-usedlosti
",4 999 000 Kč za nemovitost (k jednání),04.10.2022,Smíšená,Před rekonstrukcí,,Patrový,2,495.0,451,120.0,2342.0,,1,Ihned,Studna,,,Veřejná kanalizace,,Asfaltová,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,,Částečně,Znalecká a Realitní kancelář Jiří Krch,2744.083333333333,3504,Nothing,400V,,Klidná část obce,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5422222,14.0859066,4999000,,,,,
1710,https://www.sreality.cz/detail/prodej/dum/rodinny/jiretin-pod-jedlovou--/2862732876,"Jiřetín pod Jedlovou, okres Děčín",decin,"rodinne-domy
",5 200 000 Kč za nemovitost,22.09.2022,Dřevěná,Dobrý,,Patrový,2 včetně 1 podzemního,316.0,181,181.0,677.0,,,,Dálkový vodovod,Ústřední elektrické,,Veřejná kanalizace,Silnice,,Třída G - Mimořádně nehospodárná,,Částečně,Vladimír Tomek,2040.210526315789,1796,Nothing,230V,,Klidná část obce,,1.0,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8770981,14.5762837,5200000,,,,,
3304,https://www.sreality.cz/detail/prodej/dum/chalupa/bohostice-bohostice-/2982332764,"Bohostice, okres Příbram",pribram,"chalupy
",3 296 000 Kč za nemovitost,20.10.2022,Cihlová,Před rekonstrukcí,Samostatný,Patrový,4 včetně 1 podzemního,,180,,319.0,,1,,Místní zdroj,Lokální tuhá paliva,,Septik,Silnice,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,0,M&M reality,1456.111111111111,3454,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,230V,,Klidná část obce,2.0,1.0,,0.0,,,,,,,,3 296 000 Kč za nemovitost,3 914 000 Kč,,,,,,,,,,,,,,,,,,,,,49.6021372,14.1381272,3296000,,,,,
3616,https://www.sreality.cz/detail/prodej/dum/rodinny/praha-radotin-/2072496476,Praha 5 - Radotín,praha-5,"rodinne-domy
",10 400 000 Kč za nemovitost,19.10.2022,Cihlová,Před rekonstrukcí,,Patrový,,135.0,220,,352.0,217.0,,,Místní zdroj,,Plynovod,Veřejná kanalizace,,,Třída G - Mimořádně nehospodárná,,,MAXIMA REALITY,981.6315789473684,3780,Nothing,"230V, 400V",,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9812741,14.36084751591379,10400000,,,,,
1063,https://www.sreality.cz/detail/prodej/dum/rodinny/usti-nad-labem-severni-terasa-nad-tocnou/1985083212,"Nad Točnou, Ústí nad Labem - Severní Terasa",usti-nad-labem,"rodinne-domy
",7 890 000 Kč za nemovitost,03.10.2022,Smíšená,Velmi dobrý,Samostatný,Přízemní,1,399.0,177,,399.0,,,,,,,,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,0,RE/MAX G8 Reality,1226.1666666666667,1105,Včetně provize realitní kanceláře a kompletního právního servisu včetně advokátní úschovy. V případě více zájemců bude nemovitost prodána nejvýhodnějš,,,Klidná část obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6826016,14.02943,7890000,True,True,,,
2417,https://www.sreality.cz/detail/prodej/dum/rodinny/kladno-vrapice-na-feruli/1816569676,"Na Feruli, Kladno - Vrapice",kladno,"rodinne-domy
",14 000 000 Kč za nemovitost (k jednání),27.09.2022,Cihlová,Novostavba,Samostatný,Patrový,2,80.0,132,,80.0,,,,Dálkový vodovod,"Lokální elektrické, Jiné, Podlahové",,Veřejná kanalizace,"Vlak, Dálnice, Silnice, MHD, Autobus",,Třída B - Velmi úsporná č. 148/2007 Sb. podle vyhlášky,,1,RE/MAX Age,2543.2631578947367,2527,včetně právního servisu a provize RK,230V,"95,6 kWh/m^2 za rok",Klidná část obce,3.0,,,,,2013.0,,,1.0,,,,,15 m2,,,,,,,,,,,,,,,,,,,,50.1693808,14.1663514,14000000,True,True,,,
2302,https://www.sreality.cz/detail/prodej/dum/rodinny/lhota-lhota-na-skalce/760572764,"Na Skalce, Lhota",kladno,"rodinne-domy
",4 990 000 Kč za nemovitost,17.10.2022,Cihlová,Dobrý,Samostatný,Patrový,,,105,,992.0,,,Ihned,,,,,"Silnice, Autobus",,Třída G - Mimořádně nehospodárná,,,"Broker Consulting, a.s.",1692.9166666666667,2407,Nothing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0847212,14.0171274,4990000,,,,,
287,https://www.sreality.cz/detail/prodej/dum/rodinny/karlovy-vary-doubi-k-linhartu/690076508,"K Linhartu, Karlovy Vary - Doubí",karlovy-vary,"rodinne-domy
",5 990 000 Kč za nemovitost,15.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,3,76.0,140,,800.0,704.0,1,,Dálkový vodovod,Ústřední plynové,Plynovod,Veřejná kanalizace,,,Třída G - Mimořádně nehospodárná,,,Dobrébydlení Trading s.r.o.,1235.842105263158,299,"Sleva!, včetně poplatků, včetně provize, včetně právního servisu","230V, 400V",,Klidná část obce,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2111971,12.831785,5990000,True,True,,True,
1804,https://www.sreality.cz/detail/prodej/dum/chalupa/decin-decin-xx-nova-ves-/3124959052,"Děčín - Děčín XX-Nová Ves, okres Děčín",decin,"chalupy
",5 650 000 Kč za nemovitost,21.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,2,,379,,379.0,,,,Dálkový vodovod,"Lokální tuhá paliva, Lokální elektrické, Ústřední dálkové",,ČOV pro celý objekt,"Vlak, Silnice, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,1,M&M reality,1796.111111111111,1897,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"120V, 230V, 400V",,Klidná část obce,2.0,1.0,,0.0,,,"Internet, Kabelová televize",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,50.7836971,14.1501278,5650000,,,,,
4695,https://www.sreality.cz/detail/prodej/dum/rodinny/bechyne-bechyne-masokramska/1906693964,"Masokrámská, Bechyně",tabor,"rodinne-domy
",3 900 000 Kč za nemovitost,11.10.2022,Cihlová,Dobrý,V bloku,Patrový,3 včetně 1 podzemního,,134,134.0,159.0,,1,,Dálkový vodovod,Ústřední tuhá paliva,,Veřejná kanalizace,"Vlak, Autobus",,,0.0,,Ing. Michal Stránský,352.8,4910,včetně provize RK,230V,,Centrum obce,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2957398,14.4673225,3900000,True,,,,
